loss,val_loss,lr
1.3993785381317139,0.2022152692079544,0.001
1.0591917037963867,0.19112873077392578,0.001
0.8878798484802246,0.1868077963590622,0.001
0.7214163541793823,0.17852598428726196,0.001
0.6163654923439026,0.1689724177122116,0.001
0.5309754610061646,0.15913669764995575,0.001
0.45869722962379456,0.14076951146125793,0.001
0.3772745728492737,0.1304653435945511,0.001
0.33174383640289307,0.12138491123914719,0.001
0.2708932161331177,0.11259806156158447,0.001
0.26743584871292114,0.10234609246253967,0.001
0.2523188889026642,0.09652938693761826,0.001
0.2372128814458847,0.09287116676568985,0.001
0.2393644005060196,0.09004028886556625,0.001
0.2303275316953659,0.08259481191635132,0.001
0.22649480402469635,0.08004675805568695,0.001
0.2152407318353653,0.07689878344535828,0.001
0.225629985332489,0.07814711332321167,0.001
0.1903616487979889,0.07623302936553955,0.001
0.18746235966682434,0.07592926919460297,0.001
0.1909385323524475,0.07307657599449158,0.001
0.18054234981536865,0.07398266345262527,0.001
0.1701672375202179,0.07307027280330658,0.001
0.17558284103870392,0.06601322442293167,0.001
0.16697826981544495,0.06660164892673492,0.001
0.1665528416633606,0.06475511938333511,0.001
0.16498728096485138,0.06813649088144302,0.001
0.1668325960636139,0.06833729892969131,0.001
0.15097661316394806,0.0654926672577858,0.001
0.1524307131767273,0.06220310926437378,0.001
0.14502447843551636,0.05957236886024475,0.001
0.14119887351989746,0.06173582747578621,0.001
0.13330332934856415,0.06386557966470718,0.001
0.1321404129266739,0.06501013040542603,0.001
0.1378234326839447,0.06332119554281235,0.001
0.13714317977428436,0.05933423340320587,0.001
0.12157495319843292,0.058110639452934265,0.001
0.12440374493598938,0.060533732175827026,0.001
0.11813909560441971,0.05837397277355194,0.001
0.1313428282737732,0.057817768305540085,0.001
0.11721696704626083,0.05963991582393646,0.001
0.11510723829269409,0.05936400219798088,0.001
0.10374448448419571,0.059688251465559006,0.001
0.10926877707242966,0.06295117735862732,0.001
0.10752919316291809,0.058886706829071045,0.001
0.1102929338812828,0.059065014123916626,0.0005
0.10372307151556015,0.0593637116253376,0.0005
0.10587047040462494,0.061915844678878784,0.0005
0.10397358238697052,0.06245902553200722,0.0005
0.10335321724414825,0.06032636761665344,0.0005
